Date,Open,High,Low,Close,Adj Close,Volume
2015-06-17,1260.500000,1264.569946,1250.900024,1256.900024,1103.706787,1975720
2015-06-18,1257.500000,1273.150024,1254.000000,1265.030029,1110.845825,2165046
2015-06-19,1267.500000,1277.500000,1263.550049,1274.780029,1119.407837,1999610
2015-06-22,1273.500000,1300.000000,1273.500000,1295.750000,1137.821411,1102002
2015-06-23,1300.000000,1304.000000,1283.599976,1287.300049,1130.401611,898318
2015-06-24,1290.000000,1293.949951,1279.430054,1285.150024,1128.513550,1170246
2015-06-25,1281.000000,1286.500000,1272.069946,1275.000000,1119.600586,1930992
2015-06-26,1275.099976,1298.180054,1275.099976,1296.400024,1138.392578,1290102
2015-06-29,1286.000000,1302.000000,1271.699951,1296.449951,1138.436279,1372756
2015-06-30,1292.500000,1294.380005,1270.000000,1275.469971,1120.013184,1549952
2015-07-01,1281.949951,1304.000000,1278.380005,1296.550049,1138.523926,1279708
2015-07-02,1300.000000,1301.469971,1285.530029,1288.880005,1131.789063,1445880
2015-07-03,1286.530029,1305.000000,1285.000000,1301.949951,1143.265747,963470
2015-07-06,1290.150024,1322.500000,1290.150024,1316.650024,1156.174316,1182338
2015-07-07,1316.380005,1323.449951,1301.500000,1308.119995,1148.683960,1642836
2015-07-08,1298.969971,1310.849976,1290.250000,1297.550049,1139.402222,2667850
2015-07-09,1297.500000,1299.119995,1253.319946,1261.250000,1107.526245,3934122
2015-07-10,1279.500000,1279.500000,1227.500000,1237.180054,1086.390259,8263654
2015-07-13,1237.699951,1259.300049,1237.699951,1254.780029,1101.845215,2280308
2015-07-14,1255.500000,1257.500000,1245.000000,1249.750000,1097.428101,1703274
2015-07-15,1250.500000,1274.969971,1250.000000,1272.880005,1117.739136,2003660
2015-07-16,1271.849976,1279.430054,1263.300049,1270.099976,1115.297852,1456608
2015-07-17,1273.400024,1285.050049,1271.650024,1282.199951,1125.923096,1070526
2015-07-20,1282.000000,1291.949951,1275.949951,1289.569946,1137.273193,853786
2015-07-21,1288.000000,1300.180054,1277.550049,1280.699951,1129.450562,1274500
2015-07-22,1280.500000,1284.500000,1260.530029,1264.030029,1114.749268,1320628
2015-07-23,1258.750000,1268.930054,1241.500000,1244.300049,1097.349365,1496780
2015-07-24,1248.750000,1258.250000,1246.050049,1252.569946,1104.643066,1574972
2015-07-27,1244.000000,1252.500000,1240.569946,1248.530029,1101.080200,2003738
2015-07-28,1249.750000,1259.500000,1246.069946,1251.030029,1103.284668,1891188
2015-07-29,1255.500000,1257.530029,1241.750000,1253.380005,1105.356934,2413318
2015-07-30,1258.030029,1258.400024,1236.400024,1240.319946,1093.839722,2770574
2015-07-31,1244.949951,1259.500000,1243.500000,1255.380005,1107.121216,1963776
2015-08-03,1251.699951,1262.500000,1250.449951,1254.800049,1106.609497,1179324
2015-08-04,1255.199951,1261.500000,1243.000000,1254.449951,1106.300537,2342692
2015-08-05,1260.000000,1275.000000,1255.500000,1273.569946,1123.162842,988994
2015-08-06,1282.500000,1291.500000,1275.050049,1286.650024,1134.697754,2211366
2015-08-07,1286.500000,1286.500000,1273.500000,1276.030029,1125.332397,1188506
2015-08-10,1286.000000,1294.500000,1278.300049,1286.050049,1134.169067,1431182
2015-08-11,1289.000000,1305.000000,1271.050049,1302.099976,1148.323242,2200306
2015-08-12,1301.550049,1345.699951,1301.000000,1335.849976,1178.087524,3479784
2015-08-13,1335.000000,1342.000000,1278.000000,1317.800049,1162.169434,1406426
2015-08-14,1319.000000,1359.680054,1318.550049,1351.599976,1191.977417,2293964
2015-08-17,1345.050049,1348.400024,1327.500000,1342.380005,1183.846191,773644
2015-08-18,1353.449951,1374.949951,1345.000000,1370.449951,1208.601440,1916926
2015-08-19,1375.000000,1376.430054,1360.949951,1366.800049,1205.382446,1690070
2015-08-20,1372.500000,1372.500000,1336.000000,1343.430054,1184.772461,2349298
2015-08-21,1356.000000,1364.949951,1327.550049,1338.069946,1180.045288,3536080
2015-08-24,1319.500000,1322.500000,1284.550049,1289.319946,1137.052368,4692344
2015-08-25,1293.949951,1311.000000,1267.750000,1283.569946,1131.981812,3925800
2015-08-26,1279.030029,1319.500000,1255.969971,1288.380005,1136.223633,3216158
2015-08-27,1307.449951,1307.449951,1272.900024,1287.319946,1135.288818,5264798
2015-08-28,1304.500000,1304.500000,1278.849976,1285.430054,1133.622192,2744152
2015-08-31,1295.000000,1295.000000,1265.530029,1282.030029,1130.623779,3692044
2015-09-01,1278.000000,1305.599976,1265.000000,1268.699951,1118.867798,2987602
2015-09-02,1279.849976,1310.219971,1274.000000,1295.900024,1142.855713,3765950
2015-09-03,1298.050049,1307.500000,1288.119995,1302.800049,1148.940918,2265074
2015-09-04,1305.699951,1307.449951,1269.569946,1273.719971,1123.295044,2426396
2015-09-07,1276.500000,1279.969971,1266.349976,1269.880005,1119.908325,1759184
2015-09-08,1272.500000,1282.050049,1261.750000,1270.150024,1120.146606,1787746
2015-09-09,1281.469971,1287.000000,1272.000000,1274.880005,1124.318115,2045076
2015-09-10,1271.000000,1289.250000,1263.500000,1272.699951,1122.395752,2665818
2015-09-11,1273.250000,1284.199951,1270.300049,1276.000000,1125.305420,1592672
2015-09-14,1282.500000,1282.500000,1271.500000,1275.819946,1125.146973,1589318
2015-09-15,1275.819946,1279.449951,1268.000000,1268.619995,1118.797241,1379900
2015-09-16,1277.500000,1282.500000,1270.530029,1275.180054,1124.582520,1756816
2015-09-18,1282.500000,1293.000000,1269.500000,1275.619995,1124.970703,2455294
2015-09-21,1275.000000,1278.550049,1266.599976,1275.530029,1124.891235,1108840
2015-09-22,1278.750000,1286.199951,1245.000000,1263.400024,1114.193726,2081246
2015-09-23,1267.150024,1278.880005,1256.300049,1266.319946,1116.768677,1228352
2015-09-24,1267.750000,1295.000000,1264.949951,1290.199951,1137.828857,2354254
2015-09-28,1297.000000,1309.500000,1289.750000,1296.849976,1143.693359,2366812
2015-09-29,1291.680054,1317.000000,1284.930054,1294.119995,1141.285767,3325952
2015-09-30,1321.849976,1321.849976,1285.469971,1294.030029,1141.206543,3368336
2015-10-01,1299.500000,1324.969971,1296.099976,1322.300049,1166.137573,2834408
2015-10-05,1326.349976,1385.000000,1326.349976,1355.819946,1195.699097,4807306
2015-10-06,1362.500000,1363.000000,1342.000000,1350.000000,1190.566284,3979590
2015-10-07,1346.969971,1358.500000,1323.469971,1326.969971,1170.256348,2065530
2015-10-08,1335.000000,1339.180054,1310.000000,1316.900024,1161.375732,2357550
2015-10-09,1325.250000,1325.300049,1304.000000,1314.819946,1159.541260,2249724
2015-10-12,1327.500000,1330.180054,1293.500000,1296.300049,1143.208496,2455912
2015-10-13,1301.400024,1306.000000,1283.800049,1299.280029,1145.836426,6179712
2015-10-14,1274.000000,1274.000000,1240.000000,1241.849976,1095.188843,8337128
2015-10-15,1245.000000,1251.750000,1232.500000,1233.880005,1088.159912,3215710
2015-10-16,1240.449951,1246.000000,1235.000000,1236.000000,1090.029541,2333828
2015-10-19,1245.000000,1247.469971,1227.930054,1244.380005,1097.420044,3130642
2015-10-20,1248.119995,1265.000000,1247.800049,1263.380005,1114.176270,2695084
2015-10-21,1267.500000,1271.000000,1261.119995,1265.000000,1120.483032,1929688
2015-10-23,1274.000000,1274.000000,1263.650024,1268.569946,1128.551636,2335398
2015-10-26,1274.500000,1274.500000,1257.550049,1268.280029,1128.293579,1414630
2015-10-27,1265.030029,1272.449951,1260.180054,1265.550049,1125.864990,1530420
2015-10-28,1255.030029,1266.780029,1255.030029,1264.550049,1124.975464,1255342
2015-10-29,1266.780029,1267.699951,1245.030029,1247.680054,1109.967529,3130316
2015-10-30,1250.000000,1255.949951,1242.500000,1247.599976,1109.896240,1516696
2015-11-02,1250.000000,1261.400024,1243.780029,1258.680054,1119.753052,1319294
2015-11-03,1264.000000,1273.900024,1259.250000,1271.719971,1131.353760,1364906
2015-11-04,1272.500000,1273.599976,1260.000000,1266.900024,1127.066162,991434
2015-11-05,1265.400024,1267.469971,1240.000000,1241.319946,1104.309448,1596098
2015-11-06,1246.000000,1259.119995,1241.719971,1252.880005,1114.593384,908024
2015-11-09,1247.500000,1251.380005,1234.300049,1235.680054,1099.291992,2021556
2015-11-10,1236.469971,1238.500000,1225.000000,1229.069946,1093.411377,1361920
2015-11-13,1219.030029,1219.030029,1193.280029,1198.699951,1066.393311,2743232
2015-11-16,1195.000000,1195.000000,1178.000000,1187.300049,1056.251953,2043528
2015-11-17,1190.250000,1199.219971,1187.500000,1195.280029,1063.350952,1985028
2015-11-18,1194.449951,1194.449951,1173.000000,1175.719971,1045.950073,1520352
2015-11-19,1182.680054,1190.800049,1176.000000,1181.280029,1050.896362,1866906
2015-11-20,1183.250000,1211.780029,1180.969971,1199.180054,1066.820557,2012126
2015-11-23,1202.650024,1206.699951,1191.119995,1195.530029,1063.573486,1088082
2015-11-24,1190.030029,1196.219971,1182.750000,1183.969971,1053.289429,998640
2015-11-26,1188.949951,1191.199951,1168.930054,1172.780029,1043.334351,2915292
2015-11-27,1174.000000,1179.719971,1166.250000,1176.680054,1046.804077,1737206
2015-11-30,1182.500000,1195.619995,1175.069946,1186.780029,1055.789063,4100048
2015-12-01,1181.449951,1189.030029,1178.530029,1180.949951,1050.602539,1721994
2015-12-02,1189.000000,1189.050049,1173.250000,1182.599976,1052.070557,1640296
2015-12-03,1180.000000,1186.500000,1173.500000,1175.380005,1045.647339,2283358
2015-12-04,1170.000000,1173.650024,1160.550049,1164.199951,1035.701660,1246092
2015-12-07,1166.099976,1171.949951,1157.619995,1159.900024,1031.875977,1382604
2015-12-08,1159.699951,1174.500000,1158.650024,1164.500000,1035.968506,1139964
2015-12-09,1168.949951,1186.400024,1160.000000,1183.819946,1053.155884,5282806
2015-12-10,1184.500000,1195.599976,1176.000000,1192.280029,1060.682129,1723988
2015-12-11,1191.500000,1195.969971,1181.619995,1193.000000,1061.322510,1652378
2015-12-14,1167.599976,1193.500000,1165.300049,1189.219971,1057.959839,2718532
2015-12-15,1189.219971,1192.500000,1181.530029,1187.930054,1056.812256,1135868
2015-12-16,1192.000000,1207.250000,1192.000000,1204.199951,1071.286499,1435934
2015-12-17,1207.500000,1222.500000,1196.680054,1219.880005,1085.235596,1618844
2015-12-18,1210.000000,1217.099976,1200.319946,1208.400024,1075.022949,3024970
2015-12-21,1209.969971,1225.000000,1203.430054,1223.199951,1088.189331,1610104
2015-12-22,1220.000000,1220.000000,1200.000000,1202.530029,1069.800659,1560858
2015-12-23,1207.500000,1217.500000,1205.280029,1212.900024,1079.026367,849834
2015-12-24,1210.500000,1219.099976,1202.000000,1217.119995,1082.780396,843160
2015-12-28,1214.000000,1233.199951,1210.099976,1231.349976,1095.439575,3704198
2015-12-29,1229.180054,1232.650024,1222.880005,1227.900024,1092.370728,1708524
2015-12-30,1226.530029,1229.500000,1206.150024,1209.150024,1075.689941,1605762
2015-12-31,1207.880005,1224.250000,1203.750000,1218.430054,1083.945679,1240318
2016-01-01,1219.500000,1219.500000,1206.119995,1208.199951,1074.845093,712262
2016-01-04,1205.069946,1207.000000,1183.030029,1184.800049,1054.027832,1870184
2016-01-05,1192.500000,1193.300049,1170.500000,1174.469971,1044.837769,2678020
2016-01-06,1175.099976,1193.069946,1175.099976,1190.800049,1059.365601,2653228
2016-01-07,1185.000000,1191.449951,1180.000000,1185.619995,1054.757202,3199580
2016-01-08,1192.500000,1203.680054,1186.250000,1198.800049,1066.482666,1907544
2016-01-11,1191.250000,1192.000000,1174.430054,1181.180054,1050.807617,2930228
2016-01-12,1181.349976,1182.500000,1150.800049,1163.530029,1035.105347,3482594
2016-01-13,1158.500000,1163.500000,1127.550049,1139.599976,1013.816528,4746092
2016-01-14,1136.500000,1149.449951,1125.000000,1139.400024,1013.638733,2742052
2016-01-15,1144.430054,1145.849976,1127.500000,1130.550049,1005.765808,3269408
2016-01-18,1131.000000,1145.949951,1130.000000,1138.819946,1013.122620,2213922
2016-01-19,1138.500000,1150.000000,1134.150024,1139.650024,1013.861328,967910
2016-01-20,1136.900024,1142.500000,1121.500000,1140.050049,1014.217102,1615954
2016-01-21,1142.500000,1144.949951,1122.880005,1127.250000,1007.691406,2675536
2016-01-22,1136.500000,1151.030029,1130.000000,1147.880005,1026.133179,1343178
2016-01-25,1150.949951,1169.500000,1145.750000,1152.319946,1030.102295,1397560
2016-01-27,1151.000000,1164.969971,1140.949951,1159.880005,1036.860352,1626986
2016-01-28,1157.750000,1174.449951,1154.030029,1165.599976,1041.973633,3106660
2016-01-29,1179.349976,1200.000000,1167.530029,1195.650024,1068.836670,2235744
2016-02-01,1195.550049,1206.469971,1179.500000,1201.349976,1073.931885,1495274
2016-02-02,1204.500000,1216.500000,1189.849976,1199.050049,1071.876099,1475588
2016-02-03,1193.750000,1214.949951,1180.150024,1208.150024,1080.010742,1308692
2016-02-04,1210.949951,1220.000000,1201.000000,1210.030029,1081.691406,1250046
2016-02-05,1204.050049,1219.969971,1204.050049,1210.969971,1082.531860,1402996
2016-02-08,1200.000000,1206.030029,1173.500000,1181.469971,1056.160645,1063658
2016-02-09,1166.800049,1166.800049,1127.800049,1140.699951,1019.714478,2489610
2016-02-10,1137.500000,1144.949951,1129.050049,1134.400024,1014.082886,1890732
2016-02-11,1140.000000,1144.500000,1085.819946,1098.969971,982.410706,1962408
2016-02-12,1100.000000,1121.699951,1082.000000,1113.300049,995.220642,2172568
2016-02-15,1125.000000,1153.430054,1120.000000,1134.569946,1014.234741,2479712
2016-02-16,1133.000000,1141.000000,1121.500000,1132.780029,1012.634644,1588702
2016-02-17,1132.500000,1139.819946,1123.199951,1137.780029,1017.104370,1585178
2016-02-18,1142.500000,1159.880005,1139.000000,1157.930054,1035.117432,1529140
2016-02-19,1153.680054,1163.500000,1152.719971,1159.819946,1036.806763,879012
2016-02-22,1160.119995,1171.500000,1152.500000,1157.949951,1035.135132,1324884
2016-02-23,1155.119995,1159.949951,1128.380005,1132.000000,1011.937378,1306852
2016-02-24,1131.219971,1131.219971,1100.599976,1105.469971,988.221252,1659328
2016-02-25,1109.900024,1114.000000,1092.819946,1106.430054,989.079346,1830556
2016-02-26,1114.849976,1128.449951,1099.800049,1105.250000,988.024597,1537536
2016-02-29,1118.500000,1118.500000,1057.500000,1088.400024,972.961792,2191718
2016-03-01,1096.500000,1142.550049,1081.000000,1138.319946,1017.587341,1999760
2016-03-02,1152.500000,1165.000000,1128.119995,1159.430054,1036.458130,1527486
2016-03-03,1168.000000,1195.500000,1150.500000,1186.569946,1060.719360,2648284
2016-03-04,1190.000000,1190.000000,1174.780029,1178.780029,1053.755737,1512966
2016-03-08,1171.050049,1183.500000,1152.099976,1177.150024,1052.298950,1268152
2016-03-09,1170.500000,1184.699951,1147.569946,1178.619995,1053.612915,2017784
2016-03-10,1178.030029,1179.930054,1157.469971,1174.150024,1049.616821,1661666
2016-03-11,1170.000000,1195.430054,1167.500000,1182.619995,1057.188599,1530528
2016-03-14,1181.000000,1199.000000,1170.000000,1177.500000,1052.611572,1636742
2016-03-15,1174.530029,1181.750000,1160.050049,1164.949951,1041.392700,1623356
2016-03-16,1157.500000,1166.000000,1153.449951,1163.530029,1040.123169,1918246
2016-03-17,1167.000000,1180.900024,1166.000000,1176.030029,1051.297729,2221088
2016-03-18,1180.000000,1215.000000,1180.000000,1212.930054,1084.283691,3204070
2016-03-21,1213.000000,1227.469971,1210.000000,1223.119995,1093.393066,2336982
2016-03-22,1221.000000,1242.500000,1218.250000,1236.550049,1105.398682,1951984
2016-03-23,1243.949951,1243.949951,1228.650024,1236.900024,1105.711670,2278434
2016-03-28,1245.500000,1258.569946,1230.780029,1236.699951,1105.532593,3320882
2016-03-29,1239.000000,1243.469971,1227.500000,1234.699951,1103.744629,1838796
2016-03-30,1235.449951,1252.500000,1230.000000,1244.750000,1112.729370,2136504
2016-03-31,1239.150024,1275.000000,1236.069946,1260.150024,1126.495728,4363964
2016-04-01,1252.500000,1260.430054,1217.050049,1226.949951,1096.817017,3041400
2016-04-04,1228.000000,1244.000000,1223.500000,1235.619995,1104.567261,1752352
2016-04-05,1235.400024,1242.449951,1221.030029,1231.380005,1100.776978,1491794
2016-04-06,1235.000000,1244.500000,1229.680054,1240.949951,1109.331909,1763150
2016-04-07,1240.000000,1242.349976,1228.500000,1235.400024,1104.370728,2390942
2016-04-08,1233.000000,1236.849976,1213.500000,1216.030029,1087.054932,1399500
2016-04-11,1216.500000,1258.500000,1206.500000,1253.319946,1120.389893,2400648
2016-04-12,1249.000000,1262.500000,1244.050049,1259.069946,1125.529907,1303628
2016-04-13,1265.000000,1272.500000,1256.250000,1263.099976,1129.132446,1601468
2016-04-18,1226.500000,1276.750000,1220.000000,1259.880005,1126.254272,7121504
2016-04-20,1267.449951,1267.449951,1220.000000,1225.180054,1095.234619,6405024
2016-04-21,1225.500000,1233.699951,1206.099976,1212.199951,1083.631226,2525724
2016-04-22,1209.500000,1217.699951,1202.099976,1208.530029,1080.350464,1964126
2016-04-25,1201.150024,1228.530029,1201.150024,1225.619995,1095.627808,2267654
2016-04-26,1224.500000,1246.750000,1221.000000,1244.900024,1112.862915,2554368
2016-04-27,1240.000000,1257.300049,1237.949951,1255.550049,1122.383545,1848670
2016-04-28,1250.650024,1270.000000,1249.050049,1263.880005,1129.829834,4992744
2016-04-29,1258.500000,1271.000000,1255.000000,1267.750000,1133.289429,2372178
2016-05-02,1264.500000,1265.000000,1250.000000,1263.349976,1129.356079,1116692
2016-05-03,1262.500000,1265.000000,1236.000000,1239.050049,1107.633423,2153118
2016-05-04,1236.949951,1247.030029,1228.500000,1239.000000,1107.588867,1364892
2016-05-05,1239.000000,1244.969971,1231.780029,1235.150024,1104.147339,1246566
2016-05-06,1232.500000,1242.150024,1215.500000,1236.699951,1105.532593,885598
2016-05-09,1236.699951,1259.000000,1228.199951,1256.280029,1123.035889,1821276
2016-05-10,1257.500000,1266.969971,1248.000000,1261.449951,1127.657837,1158534
2016-05-11,1250.000000,1262.800049,1245.000000,1259.150024,1125.601685,1598716
2016-05-12,1260.280029,1284.949951,1260.280029,1283.099976,1147.011597,1513082
2016-05-13,1282.500000,1283.000000,1255.069946,1261.699951,1127.881104,1621730
2016-05-16,1269.000000,1282.400024,1261.250000,1275.569946,1140.280029,1111526
2016-05-17,1282.099976,1295.619995,1276.000000,1285.099976,1148.799316,1756698
2016-05-18,1282.930054,1282.930054,1263.030029,1275.550049,1140.262207,1500740
2016-05-19,1277.500000,1280.000000,1263.050049,1278.469971,1142.872437,1038792
2016-05-20,1271.150024,1282.900024,1261.400024,1264.650024,1130.518433,1230918
2016-05-23,1272.000000,1272.949951,1240.099976,1245.719971,1113.595947,1533016
2016-05-24,1242.000000,1244.119995,1229.800049,1233.849976,1102.985229,1339158
2016-05-25,1240.500000,1266.469971,1240.500000,1263.219971,1129.239868,1548678
2016-05-26,1265.000000,1282.449951,1252.550049,1274.349976,1139.189575,1943248
2016-05-27,1276.569946,1289.930054,1275.300049,1286.319946,1149.889893,1104676
2016-05-30,1291.500000,1320.969971,1291.000000,1318.199951,1178.388794,1349464
2016-05-31,1320.000000,1323.500000,1281.000000,1284.699951,1148.441772,3722608
2016-06-01,1285.599976,1322.500000,1285.500000,1316.780029,1177.119385,1911942
2016-06-02,1300.000000,1327.150024,1300.000000,1325.069946,1184.530029,1408756
2016-06-03,1325.699951,1329.000000,1310.250000,1314.780029,1175.331421,1554922
2016-06-06,1310.250000,1319.500000,1301.599976,1306.250000,1192.188599,1322026
2016-06-07,1307.000000,1319.500000,1306.500000,1315.569946,1200.694580,1202194
2016-06-08,1308.619995,1314.280029,1302.750000,1306.550049,1192.462524,938266
2016-06-09,1311.199951,1311.199951,1277.599976,1288.619995,1176.097900,1562138
2016-06-10,1283.000000,1301.619995,1276.599976,1277.880005,1166.295654,1396832
2016-06-13,1270.000000,1276.680054,1259.000000,1273.500000,1162.298340,1029978
2016-06-14,1279.469971,1279.469971,1259.119995,1267.430054,1156.758545,977570
2016-06-15,1265.000000,1282.449951,1261.000000,1278.430054,1166.798096,1270844
2016-06-16,1272.780029,1282.349976,1258.219971,1279.150024,1167.454956,1145070
2016-06-17,1279.500000,1305.000000,1279.500000,1301.300049,1187.670898,1878988
2016-06-20,1301.300049,1334.000000,1295.900024,1329.650024,1213.545166,1872838
2016-06-21,1331.750000,1332.500000,1320.699951,1325.599976,1209.848755,1027690
2016-06-22,1325.000000,1338.849976,1315.880005,1333.819946,1217.351196,1761712
2016-06-23,1327.500000,1329.750000,1312.650024,1322.680054,1207.183960,1397014
2016-06-24,1282.569946,1296.599976,1257.069946,1286.969971,1174.592285,3766586
2016-06-27,1273.500000,1273.500000,1241.319946,1247.930054,1138.961182,4272566
2016-06-28,1247.930054,1251.449951,1229.199951,1231.969971,1124.394531,4499524
2016-06-29,1237.500000,1256.250000,1232.650024,1251.449951,1142.173706,2531264
2016-06-30,1261.000000,1281.449951,1250.180054,1276.550049,1165.082153,5121812
2016-07-01,1281.000000,1282.300049,1247.180054,1250.430054,1141.243042,2197296
2016-07-04,1258.000000,1262.930054,1241.000000,1247.099976,1138.203613,1883484
2016-07-05,1247.099976,1248.530029,1238.569946,1242.650024,1134.142334,1559748
2016-07-07,1243.849976,1245.930054,1212.500000,1214.900024,1108.815308,3316800
2016-07-08,1217.500000,1221.030029,1201.750000,1213.300049,1107.355103,2456356
2016-07-11,1215.000000,1235.900024,1213.500000,1232.069946,1124.485962,1543632
2016-07-12,1235.849976,1237.500000,1217.930054,1232.469971,1124.850952,1465536
2016-07-13,1239.000000,1249.619995,1225.619995,1246.550049,1137.701538,2102300
2016-07-14,1243.000000,1264.500000,1235.500000,1260.949951,1150.844116,2699988
2016-07-15,1258.500000,1263.900024,1213.280029,1222.680054,1115.916016,8336366
2016-07-18,1223.500000,1234.500000,1215.300049,1216.719971,1110.476563,2598850
2016-07-19,1213.750000,1236.400024,1213.750000,1233.099976,1125.426025,2362896
2016-07-20,1225.000000,1251.250000,1224.069946,1247.469971,1138.541016,2815252
2016-07-21,1244.750000,1259.750000,1232.219971,1253.030029,1143.615967,2527148
2016-07-22,1249.449951,1262.000000,1246.000000,1257.550049,1147.740967,1517216
2016-07-25,1256.000000,1281.599976,1252.900024,1279.469971,1173.814209,1688796
2016-07-26,1279.469971,1284.000000,1266.500000,1276.300049,1170.905884,2311290
2016-07-27,1277.500000,1290.199951,1272.500000,1288.780029,1182.355591,1750510
2016-07-28,1290.250000,1314.780029,1288.530029,1309.619995,1201.474365,4632080
2016-07-29,1307.000000,1317.449951,1299.500000,1309.650024,1201.502075,2488084
2016-08-01,1316.000000,1362.500000,1316.000000,1354.119995,1242.299805,3961704
2016-08-02,1351.449951,1357.849976,1344.900024,1349.599976,1238.153076,2578162
2016-08-03,1343.000000,1349.500000,1324.530029,1328.150024,1218.474243,2294702
2016-08-04,1335.000000,1341.469971,1318.119995,1326.000000,1216.502075,1415416
2016-08-05,1336.949951,1342.150024,1316.000000,1324.550049,1215.171631,1868484
2016-08-08,1320.000000,1334.000000,1314.530029,1324.750000,1215.355225,2058244
2016-08-09,1329.000000,1329.900024,1289.430054,1325.099976,1215.676147,2261914
2016-08-10,1325.500000,1341.000000,1324.000000,1337.699951,1227.235596,2062078
2016-08-11,1332.780029,1357.500000,1332.780029,1354.949951,1243.061279,2233138
2016-08-12,1352.500000,1372.400024,1351.030029,1369.219971,1256.152954,2327358
2016-08-16,1369.000000,1370.000000,1336.930054,1345.849976,1234.712524,3183754
2016-08-17,1349.500000,1349.500000,1309.000000,1312.280029,1203.914673,1848566
2016-08-18,1317.500000,1328.780029,1315.050049,1319.280029,1210.337036,1292064
2016-08-19,1320.000000,1323.219971,1300.000000,1301.750000,1194.254272,2416244
2016-08-22,1294.000000,1297.219971,1268.150024,1274.349976,1169.117065,2265274
2016-08-23,1272.469971,1302.469971,1270.099976,1300.530029,1193.135254,1503374
2016-08-24,1294.900024,1301.000000,1284.530029,1286.030029,1179.832275,1116878
2016-08-25,1290.000000,1294.849976,1263.000000,1275.530029,1170.199585,1939690
2016-08-26,1279.900024,1286.280029,1258.599976,1262.469971,1158.218018,1250314
2016-08-29,1267.469971,1267.469971,1233.380005,1250.280029,1147.034912,1488728
2016-08-30,1255.000000,1274.900024,1250.619995,1272.069946,1167.025269,1444026
2016-08-31,1275.000000,1275.000000,1250.430054,1255.650024,1151.961182,3231668
2016-09-01,1262.449951,1267.469971,1243.530029,1253.750000,1150.218018,1345736
2016-09-02,1256.000000,1259.699951,1248.030029,1257.400024,1153.566895,1742330
2016-09-06,1259.949951,1260.069946,1240.000000,1242.030029,1139.466064,2239066
2016-09-07,1249.849976,1249.849976,1211.500000,1220.280029,1119.512085,3854040
2016-09-08,1180.000000,1180.000000,1142.380005,1161.050049,1065.173218,7021516
2016-09-09,1164.849976,1183.319946,1160.030029,1176.219971,1079.090332,2742438
2016-09-12,1168.500000,1181.969971,1162.000000,1179.530029,1082.126709,2024454
2016-09-14,1181.000000,1188.800049,1155.000000,1164.219971,1068.081299,2069858
2016-09-15,1169.969971,1171.050049,1158.380005,1163.469971,1067.393311,2818964
2016-09-16,1168.349976,1188.000000,1160.000000,1180.849976,1083.337891,4358004
2016-09-19,1182.500000,1213.500000,1175.000000,1205.719971,1106.154297,2802546
2016-09-20,1205.500000,1208.449951,1192.699951,1203.250000,1103.888184,1184552
2016-09-21,1203.849976,1212.000000,1200.349976,1206.699951,1107.053223,1678020
2016-09-22,1212.619995,1214.000000,1185.550049,1189.000000,1090.814941,2857574
2016-09-23,1191.000000,1201.930054,1185.569946,1199.050049,1100.035156,1800726
